title,description,company,location,area,date,image
Public affairs consultant,"Ipsum voluptatum ea labore quidem. Possimus inventore consectetur est sint unde quis. Illum sit esse debitis quibusdam ut.
Ab ipsam eius ab quo provident.",Corporación Innovadora,Ibagué,Marketing,2023-03-28,vacante/images/default.jpeg
Radio broadcast assistant,"Quas molestias quas vitae eaque quibusdam commodi. Reiciendis dolor facilis.
Aliquid consequuntur error illum vitae nesciunt. Hic quidem perferendis voluptas.",Consultores Globales,Pasto,Marketing,2020-10-07,vacante/images/default.jpeg
Sports development officer,Dicta vel nisi molestiae. Molestiae veritatis consequatur occaecati id laborum beatae beatae. Eum sed adipisci inventore saepe excepturi animi sequi. Soluta ratione dicta fugiat quis architecto.,Grupo Empresarial Latinoamericano,Bucaramanga,Consultoría,2025-02-11,vacante/images/default.jpeg
Soil scientist,"Assumenda eveniet itaque dolore. Doloribus tempora voluptates molestiae voluptate sit maxime.
Amet excepturi deserunt sed. Vero repellat officiis voluptas dolorum corporis optio.
Reiciendis perferendis dolor. Sapiente ex tempora beatae rem.",Soluciones Financieras Ltda.,Armenia,Recursos Humanos,2020-03-30,vacante/images/default.jpeg
"Programmer, systems",Cumque aperiam aspernatur vero quibusdam tenetur eveniet. Qui ab explicabo commodi beatae. Accusamus alias ratione excepturi odio perspiciatis sed. Adipisci reprehenderit repellendus eum nihil.,Consultores Globales,Santa Marta,Recursos Humanos,2024-09-05,vacante/images/default.jpeg
Adult guidance worker,"Asperiores laboriosam a cupiditate. Nam dolorem quo magni corrupti. Error quisquam nesciunt sit.
Eos beatae quam asperiores. Error pariatur laudantium possimus.
Error odio quidem quisquam tempore. Dignissimos debitis velit nostrum atque quis.",Consultores Globales,Santa Marta,Recursos Humanos,2024-10-12,vacante/images/default.jpeg
"Presenter, broadcasting","Odit itaque ab alias dolor id.
Mollitia hic odio minima incidunt excepturi. Quaerat quibusdam asperiores tenetur deserunt commodi. Facilis dicta delectus numquam excepturi reiciendis sit.",Compañía Nacional de Tecnología,Pereira,Diseño,2021-10-11,vacante/images/default.jpeg
Orthoptist,"Ullam deleniti magnam. Quae dolor labore.
Doloremque enim odit perspiciatis veniam eligendi ducimus. Quisquam aliquam eum nemo nulla.
Tempore ratione quam. Eos fuga in voluptates ullam nemo ullam culpa. Eos iste iusto nulla et tempore veritatis.",Proyectos Empresariales,Cúcuta,Investigación,2024-06-02,vacante/images/default.jpeg
Building surveyor,"Quidem illo natus nemo numquam. Exercitationem odio laboriosam quos aut.
Culpa recusandae veniam. Odit culpa aperiam. Nostrum quos voluptatibus expedita.
Maxime occaecati voluptatem deserunt nesciunt amet. Doloremque veritatis eveniet quam.",Consultores Globales,Barranquilla,Marketing,2023-05-11,vacante/images/default.jpeg
Quarry manager,"Maxime dolore cupiditate et. Architecto deleniti nulla in rerum suscipit.
Mollitia id nesciunt voluptatem necessitatibus soluta nulla. Ullam similique necessitatibus veritatis.",Compañía Nacional de Tecnología,Manizales,Contabilidad,2024-10-14,vacante/images/default.jpeg
Environmental health practitioner,Labore id ex adipisci. Culpa hic minima aut amet sed suscipit. Ipsum corporis quam esse natus nisi.,Proyectos Empresariales,Villavicencio,Administración,2020-05-14,vacante/images/default.jpeg
"Conservation officer, nature","Numquam aperiam tenetur recusandae. Illo tempore vel earum perferendis reprehenderit natus.
Saepe nihil labore voluptates modi sequi distinctio.",Grupo Empresarial Latinoamericano,Pereira,Recursos Humanos,2020-07-07,vacante/images/default.jpeg
Chief Strategy Officer,"A quaerat tenetur cum. Nemo nobis eos tempora ratione architecto.
Id assumenda reprehenderit enim explicabo architecto. Suscipit veritatis ipsa velit tempora quo. Eum voluptas nostrum deserunt quaerat corrupti modi.",Servicios de Infraestructura TIC,Armenia,Recursos Humanos,2020-01-18,vacante/images/default.jpeg
Editorial assistant,"At repudiandae reiciendis sunt dolorem corrupti. Unde rem perspiciatis sit distinctio.
Quia ipsa consectetur. Quia recusandae natus dolore. Sint repudiandae optio est.",Consultores Globales,Bogotá,Contabilidad,2023-02-19,vacante/images/default.jpeg
"Nurse, adult","Natus iusto debitis rerum. Sunt eius maiores laborum nisi exercitationem quod. Ducimus est modi voluptate iste dolorum.
Dolores saepe iste impedit ratione. Nemo minima dolore beatae nemo repudiandae placeat.",Fábrica de Software Internacional,Bogotá,Diseño,2025-02-21,vacante/images/default.jpeg
Tax adviser,"Sit culpa inventore expedita optio libero animi. Quam sapiente culpa explicabo doloremque veniam vero. Eos qui necessitatibus inventore.
Fugit et sapiente nostrum blanditiis. Expedita ad dolorum. Sint totam asperiores assumenda nulla hic.",Estrategias de Marketing Digital,Bucaramanga,Consultoría,2022-05-04,vacante/images/default.jpeg
"Solicitor, Scotland","Ab excepturi qui optio. Voluptatem sapiente suscipit ad tempore.
Pariatur accusantium necessitatibus labore repellat. Totam enim molestias facere quaerat quo. Modi voluptas dolorum officia amet quis.",Soluciones Financieras Ltda.,Bogotá,Desarrollo,2025-03-27,vacante/images/default.jpeg
Exercise physiologist,"Explicabo quos ipsam quis fuga expedita error.
Debitis veritatis optio beatae. Ex commodi corporis.
Ipsa quia reprehenderit. Doloribus quisquam earum in hic unde.
Occaecati officiis incidunt illum. Inventore iusto nobis. Magni ea cum quo quas eius.",Compañía Nacional de Tecnología,Pereira,Diseño,2023-03-31,vacante/images/default.jpeg
Network engineer,"Eum dolore delectus harum ipsum. Earum magnam ex iure officia incidunt quam.
Saepe similique at cum distinctio recusandae corporis odit. Rem totam ut deserunt dignissimos.",Compañía Nacional de Tecnología,Armenia,Soporte Técnico,2020-12-24,vacante/images/default.jpeg
Location manager,"Dicta ipsa debitis dolore distinctio neque. Deserunt nemo aperiam at facere reprehenderit recusandae.
Consectetur cumque blanditiis suscipit. At nemo omnis voluptates pariatur tempora ipsam.
Nostrum a quibusdam architecto.",Grupo Empresarial Latinoamericano,Barranquilla,Desarrollo,2023-03-21,vacante/images/default.jpeg
Market researcher,"Unde eveniet dolores dicta. Inventore facere velit repudiandae a.
Culpa ullam enim beatae impedit quibusdam voluptatibus recusandae. Provident deserunt dolor cupiditate velit et at. Aliquam autem omnis omnis dolorum nam eos.",Grupo Empresarial Latinoamericano,Santa Marta,Consultoría,2020-04-06,vacante/images/default.jpeg
Statistician,"Doloribus veniam cupiditate enim. Pariatur repellat voluptate quidem expedita quidem inventore. Quas quaerat id accusamus laborum.
Beatae incidunt in perspiciatis itaque. Accusantium id quia rerum itaque ut tempore.",Compañía Nacional de Tecnología,Pereira,Diseño,2024-12-16,vacante/images/default.jpeg
"Engineer, manufacturing",Maxime non quae et commodi dignissimos earum. Voluptatibus nulla quibusdam nostrum ullam ipsa. Maiores labore cum eum adipisci.,Proyectos Empresariales,Ibagué,Marketing,2021-05-07,vacante/images/default.jpeg
Clinical embryologist,"Similique dolorum beatae odit. Expedita natus accusamus temporibus neque.
Cupiditate alias delectus voluptatibus exercitationem. Consequatur recusandae consequatur ea temporibus magni consectetur.",Compañía Nacional de Tecnología,Armenia,Contabilidad,2021-01-22,vacante/images/default.jpeg
Accommodation manager,"Mollitia vel voluptatibus dolorem atque. Sunt at rem voluptatum.
Velit fugit reiciendis quia. Minima beatae fugit. Iusto eveniet expedita consequatur vero velit.",Compañía Nacional de Tecnología,Pereira,Contabilidad,2020-05-18,vacante/images/default.jpeg
Higher education lecturer,Minima sapiente quae deleniti qui cupiditate. Modi exercitationem officiis alias beatae nostrum fugit culpa. Ut magnam ratione fuga voluptatum blanditiis. Provident quisquam quibusdam ipsam.,Fábrica de Software Internacional,Cartagena,Soporte Técnico,2020-03-21,vacante/images/default.jpeg
Land,"Maiores soluta veritatis. Error molestiae itaque. Rerum officia minus at veritatis consequuntur. Itaque laborum provident repellat ea.
Aspernatur cum doloribus dolorem ipsum placeat libero.",Proyectos Empresariales,Villavicencio,Administración,2023-11-21,vacante/images/default.jpeg
"Engineer, technical sales","Rerum velit eaque hic. Laborum quaerat a ratione fugit soluta.
Deserunt nostrum aliquam tempora doloribus error officia. Deserunt dolore provident reprehenderit quis. Sed adipisci fugiat earum.",Fábrica de Software Internacional,Neiva,Recursos Humanos,2021-01-02,vacante/images/default.jpeg
Mechanical engineer,"Laboriosam iusto labore praesentium facere. Possimus nobis numquam fugit ratione minima.
Nisi quia magnam molestias exercitationem numquam odio. Quis eos porro unde nulla mollitia fugit.",Grupo Empresarial Latinoamericano,Armenia,Contabilidad,2020-08-08,vacante/images/default.jpeg
"Psychologist, occupational","Vitae suscipit quod laboriosam magnam ratione inventore. Soluta voluptate maxime repellendus earum debitis.
Cupiditate maiores reiciendis quibusdam. Sed doloribus enim deleniti.
Occaecati minima debitis. Deleniti debitis officiis quos eius.",Servicios de Infraestructura TIC,Armenia,Recursos Humanos,2024-06-26,vacante/images/default.jpeg
Photographer,Ipsam a accusamus saepe esse cumque suscipit. Praesentium debitis laudantium illo. Iusto molestiae delectus impedit vel voluptatibus. Officiis architecto ex velit soluta consequatur nesciunt.,Servicios de Infraestructura TIC,Cali,Ventas,2022-08-27,vacante/images/default.jpeg
"Investment banker, operational","Illum provident inventore. Suscipit eaque adipisci ullam veniam illum exercitationem. Modi magni minus ducimus.
Nesciunt expedita rem dolorem.",Consultores Globales,Manizales,Desarrollo,2020-09-07,vacante/images/default.jpeg
"Loss adjuster, chartered",Quo blanditiis eos necessitatibus. Impedit sed impedit debitis sint placeat reprehenderit. Ipsam cupiditate at ullam dolores. Impedit perferendis ea.,Proyectos Empresariales,Bogotá,Ventas,2020-11-17,vacante/images/default.jpeg
"Engineer, drilling","Assumenda eos labore voluptatibus officia dolore ab. Eveniet voluptatibus fugit voluptatem ut mollitia aliquam assumenda.
Ipsum porro dolore autem atque commodi. Ipsam ab laborum vel fuga. Est a tempora in mollitia.",Consultores Globales,Neiva,Recursos Humanos,2020-03-17,vacante/images/default.jpeg
Arboriculturist,"Recusandae ipsa quidem neque architecto sed. Illum omnis natus vero ducimus. Omnis modi accusantium sequi nisi doloremque ducimus inventore.
Sunt architecto reiciendis fugit. Molestiae ducimus hic atque laboriosam. Et deserunt ut cumque id facere.",Consultores Globales,Medellín,Administración,2020-01-22,vacante/images/default.jpeg
Public affairs consultant,"Necessitatibus provident optio fuga voluptas ab. Tempore animi odit nemo libero hic aliquam.
Voluptatibus nisi distinctio eius.",Estrategias de Marketing Digital,Ibagué,Marketing,2021-03-30,vacante/images/default.jpeg
"Librarian, public","Facere provident sequi deleniti vitae. Molestiae qui pariatur praesentium ex magni.
Impedit ipsum aut atque. Accusamus ullam voluptatem praesentium nam aliquid. Numquam saepe recusandae eum.",Soluciones Financieras Ltda.,Villavicencio,Contabilidad,2024-01-15,vacante/images/default.jpeg
Medical technical officer,"Occaecati nisi voluptates repellendus aut nemo alias. Animi a vel eum. Iusto necessitatibus aperiam ipsa.
Nesciunt a veniam repellat nulla illum. Hic dolore dolores assumenda cumque reprehenderit. Tenetur placeat libero unde a cupiditate.",Estrategias de Marketing Digital,Bogotá,Ventas,2023-12-28,vacante/images/default.jpeg
Bonds trader,"Unde et animi exercitationem. Vero aut ullam dicta vero perferendis. Dignissimos nemo sapiente molestiae quia accusamus provident.
Exercitationem quae consectetur adipisci voluptas possimus nulla.",Consultores Globales,Bucaramanga,Marketing,2021-12-08,vacante/images/default.jpeg
"Scientist, product/process development","Reprehenderit et culpa aperiam perspiciatis earum eveniet cumque.
Reiciendis tenetur ipsa nesciunt. Architecto velit accusamus. Quos molestiae repellat assumenda aliquid excepturi temporibus.",Soluciones Financieras Ltda.,Bogotá,Recursos Humanos,2022-05-13,vacante/images/default.jpeg
"Psychotherapist, child","Ullam eius iusto iusto repudiandae asperiores hic. Fuga pariatur accusamus veritatis nisi temporibus possimus. Sapiente rerum veniam rerum iste.
Ab delectus aliquid error. Aut velit dolores magni exercitationem totam pariatur assumenda.",Proyectos Empresariales,Medellín,Investigación,2022-01-09,vacante/images/default.jpeg
Insurance account manager,"Corporis veniam voluptates odit animi ad.
Tempore iusto adipisci quaerat modi temporibus provident. Expedita veniam maiores facere iure.
Quos temporibus quod atque aspernatur. Neque a fugit tenetur ut ducimus.",Corporación Innovadora,Bucaramanga,Diseño,2024-06-19,vacante/images/default.jpeg
Set designer,Cum id cum quidem repellat iste quidem. Vero adipisci facilis rerum iusto quasi. Tempore facere non quibusdam sint pariatur animi facilis.,Grupo Empresarial Latinoamericano,Bucaramanga,Contabilidad,2024-02-15,vacante/images/default.jpeg
"Conservation officer, nature","Odit voluptatibus accusamus laborum pariatur nihil. Repudiandae vero nostrum laboriosam dolorem deserunt vel fugit.
Sunt corporis et ex officia. Aliquam amet odio tempore ex.",Fábrica de Software Internacional,Bucaramanga,Contabilidad,2021-08-12,vacante/images/default.jpeg
Technical brewer,"Itaque est ab dolorum odio nisi dolores similique. Repudiandae ex ipsa eum voluptates. Tempore quisquam at ipsum sed.
Nostrum occaecati recusandae nulla aut. Labore debitis totam quia suscipit voluptates.",Corporación Innovadora,Villavicencio,Administración,2022-05-04,vacante/images/default.jpeg
"Surveyor, building control","Id aspernatur eius expedita fugiat eius magnam. Unde ex velit quibusdam. Sapiente voluptatem distinctio occaecati ullam.
Quia dolorem fugit voluptate aspernatur.",Proyectos Empresariales,Medellín,Recursos Humanos,2024-11-14,vacante/images/default.jpeg
"Engineer, civil (contracting)",Nihil suscipit voluptatibus eos amet exercitationem. Earum quidem odio quia temporibus. Aliquid voluptatem possimus deserunt mollitia facilis possimus.,Sistemas Digitales S.A.,Neiva,Marketing,2022-09-29,vacante/images/default.jpeg
Armed forces operational officer,"Iste beatae officiis facilis quo. Eaque aspernatur voluptas maiores maxime.
Odio veniam suscipit laudantium sed ipsam. Non placeat exercitationem sed cupiditate. Ea quae suscipit ad magni aut nobis. Autem minima at optio.",Sistemas Digitales S.A.,Manizales,Diseño,2024-05-13,vacante/images/default.jpeg
Government social research officer,"Autem blanditiis nam quia. Tempore aliquid sapiente.
Assumenda molestias sint numquam debitis. Nulla voluptas repudiandae. Sint incidunt nostrum perspiciatis.",Servicios de Infraestructura TIC,Medellín,Diseño,2021-07-14,vacante/images/default.jpeg
Diagnostic radiographer,Velit quia facere est magni veniam nemo. Quis fugit fugit at repellat blanditiis. Delectus est cum sapiente reiciendis quae eius.,Compañía Nacional de Tecnología,Bucaramanga,Administración,2023-04-19,vacante/images/default.jpeg
